total_size_mean,total_size_sd,v_mean,v_sd,beta_mean,beta_sd,fd_v_mean,fd_v_sd,fd_beta_mean,fd_beta_sd,beta,v,N_samples,N,T,i0
216.6344,251.02702949411645,-1254.3444,9756.328636563814,262.77607844660497,822.9665952017328,-1303.92,4621.218908472093,269.716,738.9296319975972,2.7,0.3,10000,1000,10,1
156.2781,200.48125438651365,-1017.3816,5518.235163339203,206.49483879076388,639.0293237159002,-1094.92,3262.9359277630433,231.046,593.0495398022546,2.7,0.35,10000,1000,10,1
105.5905,151.74175961069517,-980.4186,8019.431544305582,150.4227875483337,481.4623956841564,-863.38,2599.83670461994,176.394,447.1414880270354,2.7,0.4,10000,1000,10,1
67.3688,108.3494189488804,-645.5538,4065.4613595399173,101.19915821447935,337.40955590656694,-624.1,1824.9965071816227,121.746,301.54482985526585,2.7,0.45,10000,1000,10,1
39.7569,72.30223373029357,-440.1594,2965.760456055059,60.69357138859477,221.11328491101682,-425.78,1642.4010288945792,76.844,224.13001380963914,2.7,0.5,10000,1000,10,1
22.5293,45.473268427835706,-273.0267,2577.705143993014,34.12862953071411,135.53220195055917,-258.48,998.6670231775546,42.69,143.9324687329289,2.7,0.55,10000,1000,10,1
12.605,27.17202559618992,-126.4734,1074.7903841816938,17.81219324448765,77.62086107445681,-139.36,654.649254918003,21.324,96.67627244658027,2.7,0.6,10000,1000,10,1
7.2373,15.538770501876911,-76.4235,1099.0674500110163,8.711163880416073,42.26253673345136,-71.26,441.0277348946375,9.686,50.90619361192511,2.7,0.65,10000,1000,10,1
4.3918,8.62808743349301,-29.1708,602.0445782454813,4.006614674189994,21.131766151858248,-35.7,244.44116909496825,3.75,27.63428785741617,2.7,0.7,10000,1000,10,1
2.9435,4.789938178097918,-14.5854,294.99365354597586,1.8306554425457042,10.204674418632475,-19.02,172.34038911692204,1.758,14.87049256598165,2.7,0.75,10000,1000,10,1
2.1704,2.7472101921767833,-13.7862,291.97149008877983,0.87020288889357,4.335811309941227,-11.92,98.07586597909167,0.882,8.342004249788557,2.7,0.8,10000,1000,10,1
1.6765,1.5970121320766477,-9.1908,162.06598080279943,0.4071979295897479,2.03256265640123,-7.26,59.39398256150577,0.45,5.161411048967292,2.7,0.85,10000,1000,10,1
1.3705,0.9261909900231163,-6.0939,117.62849114471756,0.18322274658464194,0.877275979767154,-4.92,44.45212254909671,0.19,2.8292579362877124,2.7,0.9,10000,1000,10,1
1.1579,0.48617650087185416,-4.4955,84.06131220823892,0.06677749456045094,0.32141872047358466,-3.58,30.054515923447173,0.088,1.6710880448155185,2.7,0.95,10000,1000,10,1
1.0267,0.17200904046008744,-3.4965,62.29258723469783,0.010362746681611927,0.07905418877061612,-2.72,23.33786763195302,0.018,0.6631138454271631,2.7,0.99,10000,1000,10,1
625.7918,471.4100400423818,-1267.4313,21166.26145626298,230.03681128182728,1886.4492983903974,-1126.84,7934.767020345757,165.774,1498.538695778749,2.8,0.01,10000,1000,10,1
580.0121,453.1289385523617,-1225.3734,18226.25436008102,254.89807666031317,1763.5356357777298,-1222.44,8005.880454927231,193.228,1461.4353079530872,2.8,0.05,10000,1000,10,1
518.8534,425.7386164167399,-1106.6922,11486.649524887138,294.1423462695406,1606.097268470111,-1256.46,7037.693456049231,219.368,1342.7940684137,2.8,0.1,10000,1000,10,1
452.6618,393.20175536327406,-1603.1952,21525.286891079322,313.76033651156547,1425.6466045994143,-1493.32,8339.610919499113,259.49,1293.6293470653636,2.8,0.15,10000,1000,10,1
382.6712,356.3923106501598,-1286.712,11108.503598904612,313.9132039588741,1232.7725949681007,-1291.82,4843.856251163756,257.856,1021.0753070867369,2.8,0.2,10000,1000,10,1
310.8832,314.49344374368127,-1359.3393,10292.580715231406,298.6382318105428,1036.6020181873137,-1392.16,5315.667800645247,283.37,996.0341618163258,2.8,0.25,10000,1000,10,1
243.1995,267.691232018813,-1160.838,7221.725449807908,266.8132343226764,849.4086667719556,-1287.9,4246.7023722064405,247.932,731.9345983089064,2.8,0.3,10000,1000,10,1
179.2507,218.08398531187476,-1156.7421,7422.636432450967,217.33768462996798,670.3643829757949,-1262.36,4216.062706942923,231.698,614.5353384177482,2.8,0.35,10000,1000,10,1
123.7902,168.41168244501327,-1060.2387,8168.877960872979,163.92704333895006,508.1256860260447,-1008.56,2926.0114286666876,187.286,467.4172462502953,2.8,0.4,10000,1000,10,1
79.939,122.25474174444115,-746.7525,5200.04721166492,112.74139437964875,366.26037583774087,-747.9,2113.1304081888084,132.124,328.4799514914924,2.8,0.45,10000,1000,10,1
47.877,82.94398634620836,-525.2742,3250.6043316076516,69.80316228805287,243.082633506923,-516.7,1848.1121886579795,90.248,257.279765593368,2.8,0.5,10000,1000,10,1
27.0959,52.72063451050262,-289.71,1972.9402801998149,39.81553712209458,152.00718910875685,-328.22,1312.7650082161238,47.61,146.04609151252427,2.8,0.55,10000,1000,10,1
14.7862,31.355498553842196,-183.3165,1507.879750730149,20.61277233993609,87.5041727486833,-168.76,744.7949612835974,25.706,106.32766395069592,2.8,0.6,10000,1000,10,1
8.2926,17.87070746333228,-100.7991,971.3515580489499,10.07531696526186,47.524740418621974,-99.98,551.8246557060173,11.738,58.6088974157135,2.8,0.65,10000,1000,10,1
4.8434,9.720158251798166,-51.7482,714.8038422183006,4.5029317702254295,23.227375169007274,-50.18,352.43494242039037,5.358,36.38934259402665,2.8,0.7,10000,1000,10,1
3.139,5.324685812327334,-27.6723,397.02993059628255,2.0387655758158663,11.504058020872568,-23.96,164.62268514043345,1.992,17.257511934569745,2.8,0.75,10000,1000,10,1
2.2603,2.9757593837540024,-15.5844,332.485025385882,0.9401923082522626,4.948990066427363,-12.92,108.0474017461892,1.08,12.660554054341233,2.8,0.8,10000,1000,10,1
1.7223,1.693157615226651,-10.5894,210.24635397689082,0.4260647608191667,2.0890745849565535,-8.58,71.96458497169989,0.376,4.6584111110343125,2.8,0.85,10000,1000,10,1
1.39,0.9636908217888142,-5.994,109.27615518405277,0.1876097153730342,0.8841737574267445,-5.56,47.34248125154728,0.226,2.8826645617375517,2.8,0.9,10000,1000,10,1
1.1661,0.5036971212941365,-3.2967,66.9371670116293,0.06827330791486214,0.3301032064181615,-3.98,32.315074290532586,0.054,1.2154142187634294,2.8,0.95,10000,1000,10,1
1.0282,0.1772138820747404,-3.6963,66.91628834054178,0.010588533009734703,0.07887835782748231,-2.94,24.401146317215506,0.016,0.632284728898176,2.8,0.99,10000,1000,10,1
641.7166,469.17985579566397,-1005.8931,15027.30718828245,188.6959001402244,1790.9313354738938,-994.48,7009.185573077642,144.338,1515.767138038583,2.9,0.01,10000,1000,10,1
598.2508,452.5669244425182,-1261.737,20169.495635142906,216.4941298886927,1710.3883874471,-1093.48,7201.904208750849,150.938,1395.8508946617517,2.9,0.05,10000,1000,10,1
540.4696,428.4000883238004,-947.1519,9238.852197920469,251.8115916216594,1574.2689392543678,-1159.9,6688.344891356796,173.314,1247.6475944175845,2.9,0.1,10000,1000,10,1
477.1481,399.4828626692139,-1365.5331,16792.0203407576,280.2723055027833,1411.336803703447,-1264.18,6490.592092110751,220.484,1257.8147620144844,2.9,0.15,10000,1000,10,1
408.4366,365.5729103481821,-1442.0565,15449.951669515567,291.29643856855444,1238.4289404519366,-1432.2,7262.769027126922,249.894,1186.2815496986857,2.9,0.2,10000,1000,10,1
338.5358,326.19725154936543,-1605.1932,16449.568909470076,284.8819423772639,1047.4595602543047,-1428.2,6407.456149629973,257.422,1019.684034134568,2.9,0.25,10000,1000,10,1
268.5908,282.39610541818735,-1256.8419,7523.0175929659235,264.0296995199899,866.9617780369354,-1333.54,4597.275341162007,239.926,748.8729902991295,2.9,0.3,10000,1000,10,1
202.3843,234.40278030243158,-1257.5412,9311.511231172059,226.29724847234678,695.8973604113587,-1301.28,4608.528855873807,230.094,675.129418065243,2.9,0.35,10000,1000,10,1
142.6732,184.31383128175702,-1032.6663,5171.370948123198,175.37220521340925,533.4589281377691,-1111.94,3275.432533609603,189.792,488.32165888915273,2.9,0.4,10000,1000,10,1
93.5719,136.2911399555745,-814.8843,4458.8902804135905,124.28255353025384,393.7294681624882,-853.92,2589.7573859208883,141.804,348.2716108089914,2.9,0.45,10000,1000,10,1
57.0949,94.18070659105294,-656.2431,4690.683950256563,79.83726434238729,267.8034117648564,-603.78,2158.3455601816213,99.912,278.9017226068841,2.9,0.5,10000,1000,10,1
32.1212,60.223194124523154,-389.5101,2903.727646512755,45.127147871684706,165.77188129364487,-374.28,1357.0684010264577,57.374,177.73998783145967,2.9,0.55,10000,1000,10,1
17.406,36.1154726398534,-223.6761,1751.152128790245,23.979897700779023,98.26486652245829,-206.08,862.5853227037279,30.056,112.46253441108561,2.9,0.6,10000,1000,10,1
9.5496,20.519126195820327,-116.883,1141.9411926538721,11.645802106282906,53.096157038641955,-117.44,621.1525009552358,13.412,63.523552956191125,2.9,0.65,10000,1000,10,1
5.3864,11.045093708973228,-52.6473,539.0452788810773,5.178257023868876,26.10300523450848,-55.26,367.4504516032581,5.8,33.25523404005911,2.9,0.7,10000,1000,10,1
3.3663,5.9298671410074615,-32.2677,498.98190781945505,2.272564782184304,12.692387889836876,-28.52,224.28472967189805,2.818,22.79278015255507,2.9,0.75,10000,1000,10,1
2.3582,3.250214263706318,-12.987,192.77004762183884,1.0188050934608743,5.265810786144208,-15.04,136.9367502438872,1.082,10.601910962256058,2.9,0.8,10000,1000,10,1
1.7641,1.7749510387613514,-9.2907,167.21335779240968,0.43811264204739636,2.1118617394143255,-8.7,72.8343358866435,0.456,5.133682836906365,2.9,0.85,10000,1000,10,1
1.4127,1.0152727269064208,-5.4945,91.943810755176,0.19625144175384293,0.9321460976326738,-6.42,49.830030134350906,0.22,2.90386694673231,2.9,0.9,10000,1000,10,1
1.1726,0.5205854780917347,-4.0959,72.61650100914997,0.06976803056768274,0.34327998288704054,-4.08,32.85516011457888,0.072,1.3546215338425693,2.9,0.95,10000,1000,10,1
1.0294,0.18203197521314765,-3.4965,63.87477269163969,0.010759622354939727,0.0791332849925497,-3.12,25.2651822265998,0.014,0.5289914774344856,2.9,0.99,10000,1000,10,1
654.6678,466.04489917084163,-787.9113,5939.1694132735665,160.12260105139381,1669.556876175829,-965.44,6776.883518360201,111.996,1366.3663021573561,3.0,0.01,10000,1000,10,1
613.3086,450.67303887190764,-776.5227,4861.556587506728,177.656650129607,1633.6979656611165,-1010.42,6858.593985267351,124.08,1340.3268710326304,3.0,0.05,10000,1000,10,1
557.2479,429.4033940778648,-986.6124,11498.047047771091,209.91258321645554,1527.9308139629004,-1056.52,6163.098236081165,164.374,1377.1065283277967,3.0,0.1,10000,1000,10,1
497.2481,403.45314392924234,-1046.8521,10340.606477603624,248.1861449442068,1384.4923978406032,-1237.56,7283.572083025531,208.286,1348.1285128847046,3.0,0.15,10000,1000,10,1
433.4431,371.92619531620784,-1511.9865,19753.51970694334,267.3302133243208,1226.086485675318,-1418.14,7395.924344535375,218.86,1184.1746017157839,3.0,0.2,10000,1000,10,1
362.8963,336.23021926398883,-1379.7189,11596.214408648366,268.95022010740195,1057.3083751589968,-1259.46,4629.476397344667,224.806,960.3857019102498,3.0,0.25,10000,1000,10,1
292.3746,294.9000153863,-1389.5091,12882.651231186524,256.58892146669365,882.6322404317762,-1414.4,5644.090202629787,235.13,856.0977125476641,3.0,0.3,10000,1000,10,1
225.1033,248.4761872476113,-1302.0966,9516.943170388235,228.2592410237678,714.1596776507275,-1287.12,4320.829210013537,215.134,663.0479358994567,3.0,0.35,10000,1000,10,1
161.7248,199.1854835698626,-1136.0628,7647.6589538501,183.97021956598917,556.0584051421878,-1096.0,2931.011273043533,200.996,575.7554319463617,3.0,0.4,10000,1000,10,1
108.147,150.07716745394686,-938.8602,5571.759539148487,134.57065001312046,415.1354452787729,-939.4,2860.156934465131,154.498,389.1143135261142,3.0,0.45,10000,1000,10,1
67.1496,105.5274477083569,-690.1092,4146.9112705945345,88.93984470020847,289.23468222877887,-682.2,2050.020345836069,101.764,249.2922440957533,3.0,0.5,10000,1000,10,1
38.02,68.42657524675629,-448.6509,3498.0745395113568,51.56920784078467,184.35921148061965,-434.42,1527.6454541755973,64.294,199.55245847237322,3.0,0.55,10000,1000,10,1
20.4142,41.21856424428197,-274.3254,2193.772398369627,27.377616375023198,108.83263448896341,-239.08,979.2653622307726,33.342,116.05316828844863,3.0,0.6,10000,1000,10,1
10.9185,23.357047282351424,-116.1837,1136.00999389307,13.311258388326841,58.78226731819217,-127.54,676.2006160358867,14.792,66.51104500690687,3.0,0.65,10000,1000,10,1
6.0183,12.559457198063937,-62.937,796.507260489571,5.950141584984845,29.56273211687132,-69.32,415.10958697303016,6.508,43.882553524725346,3.0,0.7,10000,1000,10,1
3.6427,6.647423313585498,-39.6603,755.4059158582762,2.5870809632653224,14.153343365329178,-33.54,248.8800163256436,2.682,20.161535773657597,3.0,0.75,10000,1000,10,1
2.4634,3.503606775881106,-17.6823,297.016576728295,1.0835613502666688,5.477660440892013,-15.72,114.62196743880274,1.142,10.084939593307443,3.0,0.8,10000,1000,10,1
1.8061,1.8750740758700708,-11.4885,187.35250135433574,0.45738494891991865,2.3382634182160453,-8.44,65.30844447153774,0.576,6.163766965283505,3.0,0.85,10000,1000,10,1
1.4354,1.0696853930011385,-5.3946,108.39042826437182,0.20622430827293156,0.9935308932789717,-6.7,54.3268362829463,0.22,2.917610536916213,3.0,0.9,10000,1000,10,1
1.1795,0.533741276275313,-4.1958,88.13387442035005,0.07024368735997219,0.3381883107892519,-4.16,33.448561712397485,0.08,1.7418103772624145,3.0,0.95,10000,1000,10,1
1.0306,0.18564385257799407,-3.4965,62.29258723469783,0.010794405275838867,0.07768843936725316,-3.26,25.796103269571347,0.008,0.39993998949782456,3.0,0.99,10000,1000,10,1
665.8537,462.67322777129647,-1249.0497,22482.660866676666,128.72875022063445,1562.211801881395,-1008.74,7610.7986465287495,113.884,1414.9413275609854,3.1,0.01,10000,1000,10,1
625.9974,447.77575726387863,-965.034,16427.0987466554,143.65700060887596,1539.5313252897683,-1098.14,8527.324789592965,95.542,1206.3924172931668,3.1,0.05,10000,1000,10,1
572.0911,428.3949675250516,-1204.5942,20230.340881506287,177.62611923206603,1476.6064617567017,-1051.64,6986.072847586345,141.498,1345.8724357298229,3.1,0.1,10000,1000,10,1
515.5753,405.2235335341594,-1074.3246,13438.27714666214,206.14829600375532,1348.6507623821415,-1187.42,7031.506094102113,144.656,1150.3936814092046,3.1,0.15,10000,1000,10,1
453.8967,377.0074410792312,-1290.0087,15450.68929787284,238.78134844087003,1213.0997908946395,-1321.3,6881.266852357153,174.726,1085.3143395558563,3.1,0.2,10000,1000,10,1
385.8605,343.74444117650836,-1102.896,6443.026748582712,250.11849309516316,1057.7765722832562,-1419.44,7020.794203045989,215.078,1077.8978431614144,3.1,0.25,10000,1000,10,1
316.1758,304.94984225993625,-1436.2623,13969.745143546332,245.2491814149206,886.7082122448151,-1443.86,6074.154577863786,218.2,905.0243902319382,3.1,0.3,10000,1000,10,1
247.0369,261.26261412301227,-1522.8756,12505.911014682431,226.48061366938245,726.9172941563572,-1438.9,5360.64664413206,208.548,684.7837502266372,3.1,0.35,10000,1000,10,1
181.3866,213.16917774490756,-1280.3184,9420.108788617059,189.61361099030805,573.8234841964904,-1222.4,3630.3619919808666,198.558,606.6389714815328,3.1,0.4,10000,1000,10,1
123.8353,163.85556802840117,-1024.2747,5973.839219492096,144.21811193319695,433.50892286114936,-1029.44,3013.21377139479,154.196,408.7470379074322,3.1,0.45,10000,1000,10,1
77.737,116.9137888830911,-731.8674,3799.4773735144713,97.15592064064282,307.8358602362128,-768.2,2342.95405489957,113.796,308.9569805419236,3.1,0.5,10000,1000,10,1
44.7584,77.10695966928019,-603.0963,4675.644114495333,58.02512926684457,199.43854204675299,-527.32,1835.9386385902083,73.222,219.3806543502647,3.1,0.55,10000,1000,10,1
23.9183,46.840992998761244,-315.4842,2133.3565806447773,31.20457452362806,119.76026716967745,-307.1,1173.019687609186,40.956,146.76580011708586,3.1,0.6,10000,1000,10,1
12.5355,26.63353412054059,-159.5403,1697.0903380013226,15.304375801447966,65.37994479002477,-164.78,834.1901095756839,16.782,71.62818953284787,3.1,0.65,10000,1000,10,1
6.7368,14.237939659936757,-85.7142,1082.869853135751,6.829783783357164,32.901322195350446,-83.66,451.6208592835964,6.954,38.80196442506905,3.1,0.7,10000,1000,10,1
3.919,7.367566694642132,-32.967,506.382342917604,2.8703689789993607,15.284012806319135,-35.38,239.96252582722192,3.0,23.896801160627568,3.1,0.75,10000,1000,10,1
2.583,3.803223764124325,-19.3806,290.6250567931189,1.1717286649468446,5.797527399933566,-18.2,136.93295828070885,1.202,16.74225869835466,3.1,0.8,10000,1000,10,1
1.8634,1.9910149271163187,-10.7892,198.51542408770177,0.4822464517914942,2.3520090542687835,-11.5,87.22677829133154,0.54,6.743363203530525,3.1,0.85,10000,1000,10,1
1.4554,1.100095832189178,-5.4945,102.22458587025744,0.20763128395684743,0.9696502874302954,-6.58,52.621103162607724,0.22,3.180033216984708,3.1,0.9,10000,1000,10,1
1.1873,0.5513789168983523,-3.3966,66.18236561949034,0.07173236635329858,0.3497263377050579,-4.4,35.50726794062957,0.056,1.130040574125512,3.1,0.95,10000,1000,10,1
1.0316,0.18921268456422258,-3.6963,60.65730786318927,0.010836570663584049,0.07708455510119816,-3.3,26.099389222964223,0.02,0.6321708345031426,3.1,0.99,10000,1000,10,1
677.5673,458.65504976039455,-1274.6241,23817.572564476122,121.59969914651997,1461.4111350717108,-1026.36,7893.552303443409,103.326,1353.660273974875,3.2,0.01,10000,1000,10,1
635.7501,445.1002519096007,-945.6534,15439.512972608676,126.75817436106321,1442.0785947352042,-934.0,6431.217929475383,104.314,1319.2949190049708,3.2,0.05,10000,1000,10,1
585.3044,426.24593950047193,-976.2228,15339.73065240746,145.92388326236076,1405.1368084910578,-1067.3,7719.256013460115,106.482,1227.8055767626377,3.2,0.1,10000,1000,10,1
530.0306,405.4677282640876,-937.3617,10979.385956950066,178.78474137588273,1317.0061924327879,-1112.24,7005.846013882766,140.536,1260.0801613013714,3.2,0.15,10000,1000,10,1
471.1606,380.03700873420206,-1579.0194,22568.335098241838,212.3512418022628,1190.149081490132,-1354.96,8172.130307929322,167.058,1139.2096929487789,3.2,0.2,10000,1000,10,1
407.1015,349.1943352887472,-1426.0725,16124.07027109019,230.84479443511887,1046.5252951984176,-1358.12,6765.031753884316,195.708,1115.9131619236755,3.2,0.25,10000,1000,10,1
337.6177,313.4809030016183,-1357.2414,12752.511894520549,232.93259029370626,895.1961000198146,-1310.66,5161.057063761409,188.36,827.8058206171692,3.2,0.3,10000,1000,10,1
267.1312,272.1217462581041,-1345.9527,13404.565729896043,221.60718993622513,738.5113087482113,-1325.82,4849.421101131722,204.676,779.7589226304128,3.2,0.35,10000,1000,10,1
200.8429,225.6492406802868,-1284.5142,8910.434537920348,193.10884941768694,589.6378582907272,-1311.78,4463.782002582189,191.378,601.160078897498,3.2,0.4,10000,1000,10,1
139.7196,176.4160808311986,-1094.3046,6138.51761708577,149.93525762618313,447.5097421246829,-1129.6,3540.7142649118937,163.43,468.7575156313188,3.2,0.45,10000,1000,10,1
89.2724,128.49228069514527,-854.4447,5631.714852863231,105.51422574142164,326.7773827678967,-861.16,2463.7293785326874,116.25,308.8476585432028,3.2,0.5,10000,1000,10,1
52.3136,86.24481697493478,-600.8985,4872.2609978654555,65.41629493918984,216.55115429976257,-628.14,2154.857879686771,80.476,244.60236396168693,3.2,0.55,10000,1000,10,1
27.9357,52.916539621464295,-381.618,2841.1470125832475,35.30775729158737,129.99922225603552,-343.4,1235.5909956417013,42.34,135.1344165305534,3.2,0.6,10000,1000,10,1
14.2794,29.918267590888348,-189.7101,1406.5111885194276,17.188056509194546,71.92916290774339,-177.16,770.808503439666,21.122,94.20312382747126,3.2,0.65,10000,1000,10,1
7.4813,15.854098848878166,-77.8221,800.258089463996,7.58031748621607,36.09363199971715,-85.88,500.9128836152022,8.698,49.454518205489514,3.2,0.7,10000,1000,10,1
4.2178,8.115612309616571,-39.2607,513.4723249780478,3.1426548337143867,16.511563045333684,-40.24,253.03585736909199,3.264,25.996420626473537,3.2,0.75,10000,1000,10,1
2.7062,4.162581117527921,-18.7812,246.43660610112832,1.2868842530455717,7.176580170506162,-21.0,194.73775257825054,1.17,9.395739885330974,3.2,0.8,10000,1000,10,1
1.9243,2.1452201542032934,-10.2897,185.27975991147355,0.5207449303681778,2.611221082132018,-13.48,109.63344174637096,0.548,6.159828759716857,3.2,0.85,10000,1000,10,1
1.4773,1.1457245349559377,-7.992,138.92183868537865,0.21380578616842968,0.9912198084087172,-6.84,53.53037408887603,0.226,2.8124215493942493,3.2,0.9,10000,1000,10,1
1.1928,0.5605605765659943,-3.4965,65.41870335328302,0.07111735744539562,0.34094954546190986,-4.24,34.72956973965313,0.056,1.1649033006949534,3.2,0.95,10000,1000,10,1
1.033,0.1931605549795299,-3.5964,59.83500254694553,0.010915268206661893,0.07581714383395564,-3.44,26.61272672467765,0.012,0.48977544650461985,3.2,0.99,10000,1000,10,1
687.3082,454.953173208804,-1093.5054,19759.976933357273,105.76088535681292,1363.0823094551656,-991.3,7436.357862006455,83.152,1239.3946565995357,3.3,0.01,10000,1000,10,1
646.5121,441.5222794532457,-904.4946,13432.777444451242,116.93146409392432,1341.3638597501695,-1000.04,7446.666991569339,99.932,1306.9481117139544,3.3,0.05,10000,1000,10,1
595.6951,423.6457871099275,-918.9801,13114.093215803801,125.1386022178075,1322.1300072573888,-928.74,5897.862366183958,87.174,1151.5513973705556,3.3,0.1,10000,1000,10,1
543.3915,404.20074100346477,-1369.0296,21602.962486824454,149.17344517398013,1266.687611763114,-1238.36,8672.27175197676,108.438,1143.7932271396985,3.3,0.15,10000,1000,10,1
486.3679,381.6375554758598,-1425.3732,20195.424566595877,178.97456578050972,1158.4974532585659,-1210.64,7338.767235772916,122.9,1027.8530820092042,3.3,0.2,10000,1000,10,1
425.214,353.50880668520836,-1318.0806,15825.348095859981,206.3653056892481,1034.3582009267109,-1263.34,6167.358241189458,158.06,1004.7027317360672,3.3,0.25,10000,1000,10,1
357.0957,320.2212309349741,-1459.4391,17433.529646904157,217.04968885517948,895.3365366793038,-1458.8,7155.266476088391,191.92,998.5446323215972,3.3,0.3,10000,1000,10,1
287.43,281.06020547206606,-1604.394,15685.94216064533,212.04833253844296,743.8284176582528,-1480.5,6213.220755873408,203.282,859.2265216446416,3.3,0.35,10000,1000,10,1
219.533,236.8254861939483,-1301.2974,9437.180131810415,193.10923644098003,599.8024496459923,-1321.96,4615.0839275538465,180.754,611.6033987444277,3.3,0.4,10000,1000,10,1
155.8998,188.50210651332253,-1436.7618,11042.40747489174,155.9033975273228,462.28423463053656,-1221.66,4002.341404487104,162.184,491.6692831694911,3.3,0.45,10000,1000,10,1
101.4347,139.7445309695875,-1023.3756,6657.002373349775,112.73939375118914,340.7893071944146,-954.88,2881.086297115229,124.728,334.40757894952964,3.3,0.5,10000,1000,10,1
60.4537,95.51386735081978,-646.353,3491.160158072948,72.26051465327208,231.82942450938887,-680.78,2032.3866883949809,84.444,233.74027106049044,3.3,0.55,10000,1000,10,1
32.3859,59.26664138611197,-423.4761,3133.675701691087,39.45963325732628,140.64416967852836,-411.26,1446.2635929311173,48.566,172.66605051514918,3.3,0.6,10000,1000,10,1
16.4768,33.764055765858465,-247.3524,2250.789757544562,19.549013812182423,78.78669482603122,-230.1,974.9179639865348,22.57,88.74042250439551,3.3,0.65,10000,1000,10,1
8.4025,17.784254095969278,-127.4724,1341.3778497096966,8.537645545510443,39.390546556621,-109.22,541.6200945613847,10.656,53.30078574820579,3.3,0.7,10000,1000,10,1
4.5396,8.90766141251451,-42.7572,740.893829111001,3.4209193893718113,17.61242337735812,-42.74,288.61327440403056,3.816,30.07338665429096,3.3,0.75,10000,1000,10,1
2.8323,4.482340539271866,-20.3796,291.9275250328875,1.3765453142893436,7.657768782742877,-21.56,167.81532289472207,1.266,12.291962952894202,3.3,0.8,10000,1000,10,1
1.9829,2.298827438064893,-9.6903,137.00435761431288,0.5584432318917727,2.8276821386508426,-12.94,96.40272687312769,0.572,7.483208926762913,3.3,0.85,10000,1000,10,1
1.5011,1.1917209362933925,-6.7932,109.22938038602047,0.21998893385260448,1.0137621627371303,-7.88,56.30473001677769,0.196,3.206651253445894,3.3,0.9,10000,1000,10,1
1.1995,0.5696487953116376,-3.0969,74.02677020281695,0.07059164345993532,0.3309672375293722,-4.38,34.88462833010225,0.04,1.2322953603684137,3.3,0.95,10000,1000,10,1
1.0342,0.1960366292303558,-4.0959,65.38390787289234,0.01087542700659223,0.07377303656399063,-3.64,27.328100601912514,0.012,0.4897754465046198,3.3,0.99,10000,1000,10,1
695.5841,451.50388495248853,-889.4097,12015.85359878426,87.89876405947446,1289.9210103614175,-942.84,6600.695240061098,95.65,1334.5029963715826,3.4000000000000004,0.01,10000,1000,10,1
656.1664,437.9750300086068,-1071.8271,18950.415669473063,98.47629483150747,1271.054145130965,-983.0,7051.3008079579495,85.808,1237.5564236535529,3.4000000000000004,0.05,10000,1000,10,1
604.7739,420.97939590767385,-1190.808,20502.772165201997,113.3064909163212,1240.1170184535695,-1040.46,7741.271195118516,92.178,1207.384211417144,3.4000000000000004,0.1,10000,1000,10,1
554.1103,402.3145502388772,-1058.0409,16784.12269068231,124.59620058405427,1211.0444621365107,-1018.02,6856.501472386928,95.03,1145.0959014695482,3.4000000000000004,0.15,10000,1000,10,1
499.0662,381.70405606642436,-917.082,10780.683011984745,155.83302433868786,1133.033849388351,-1072.98,6482.114446719529,118.064,1119.9770384970739,3.4000000000000004,0.2,10000,1000,10,1
439.8076,356.40468709353416,-1016.4825,10036.23096950748,185.1969655824892,1017.7219127159439,-1191.26,6577.578130726124,149.634,1064.0958114914292,3.4000000000000004,0.25,10000,1000,10,1
375.9819,325.2109084461805,-1360.0386,14875.702511815436,202.6214415149688,887.3277159914127,-1426.66,6888.589878302462,176.89,1013.2131799353973,3.4000000000000004,0.3,10000,1000,10,1
306.8962,288.85170663432126,-1342.1565,13233.837736965515,202.80924970119915,748.1167451313078,-1414.68,6097.128340046606,170.78,772.7854497434158,3.4000000000000004,0.35,10000,1000,10,1
237.5011,246.64841698010144,-1231.8669,6566.454042590546,189.0669912730622,606.9132983412114,-1323.2,4478.883320603469,165.04,568.7867001179117,3.4000000000000004,0.4,10000,1000,10,1
172.1187,199.86577048186615,-1159.9389,6915.702531812487,160.31018911514846,475.3153886895048,-1245.44,3874.243691718202,158.794,508.6352490200169,3.4000000000000004,0.45,10000,1000,10,1
114.3444,150.85898842508524,-969.1299,5297.377569565666,119.30317927118111,352.041487311308,-1038.06,3163.0206933231784,126.628,365.03692253179156,3.4000000000000004,0.5,10000,1000,10,1
68.8472,104.6726375523231,-729.5697,4251.114499750732,78.2514187932632,245.0284303786014,-721.56,1934.2092138463959,93.16,285.638396104818,3.4000000000000004,0.55,10000,1000,10,1
37.3952,65.91397891919438,-452.9466,2995.1225094865695,43.893006940589146,151.65452085738426,-485.38,1659.8354620190814,54.628,178.81011974128361,3.4000000000000004,0.6,10000,1000,10,1
18.9083,37.857129990399436,-250.749,1617.1033128132017,21.984922793099827,85.68163718001134,-269.2,1107.4755122353813,25.572,95.47033190697223,3.4000000000000004,0.65,10000,1000,10,1
9.4722,20.038453711801218,-118.6812,1045.374173433995,9.731261984862634,43.61619795451855,-128.0,643.0375958954294,10.752,54.64259398406824,3.4000000000000004,0.7,10000,1000,10,1
4.9316,9.817704489339654,-82.8171,1237.4626460736633,3.780093332659408,19.226149456730028,-54.8,319.6610365963168,4.268,32.29440305760249,3.4000000000000004,0.75,10000,1000,10,1
